 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:154452","Ichthyology","154452","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154455","Ichthyology","154455","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154457","Ichthyology","154457","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154458","Ichthyology","154458","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154466","Ichthyology","154466","","","Embiotoca lateralis Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154472","Ichthyology","154472","","","Phanerodon furcatus Girard, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154484","Ichthyology","154484","","","Heros spurius Heckel, 1840","Rio Solimoes at Tefe and environs","Thayer Expedition to Brazil, Louis Agassiz, and party","1865-10-01","1865-10-31","Brazil","Amazonas","","0/10/1865-0/10/1865","field number=THAYER137; group number=601"
"MCZ:Ich:154504","Ichthyology","154504","","","Mugil cephalus Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=621"
"MCZ:Ich:154512","Ichthyology","154512","","","Sphyraena sp.","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=623"
"MCZ:Ich:150491","Ichthyology","150491","","","Protopterus aethiopicus Heckel, 1851","Oyombe Dam, 92km SW of Kisumu (town).","William Ojwang, J. Tsuma, Kenya Marine & Fisheries Reseach Institute","1996-02-29","1996-02-29","Kenya","Homa Bay","","29/2/1996-29/2/1996","field number=KMFRI96:0229A; group number=54"
"MCZ:Ich:154530","Ichthyology","154530","","","Tautoga onitis (Linnaeus, 1758)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=627"
"MCZ:Ich:154531","Ichthyology","154531","","","Tautogolabrus adspersus (Walbaum, 1792)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=627"
"MCZ:Ich:154535","Ichthyology","154535","","","Embiotocidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154543","Ichthyology","154543","","","Uranoscopus scaber Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=651"
"MCZ:Ich:154548","Ichthyology","154548","","","Anarhichas sp.","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=BOSTON; group number=671"
"MCZ:Ich:154554","Ichthyology","154554","","","Gibbonsia metzi Hubbs","Hopkins Marine Lab tide pool","[no agent data]","1963-06-01","1963-06-30","United States","California","Pacific, Eastern Central","0/6/1963-0/6/1963","field number=HML1963:06; group number=680"
"MCZ:Ich:154557","Ichthyology","154557","","","Gillichthys mirabilis Cooper, 1864","San Francisco","[no agent data]","1700-01-01","1998-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=SAN FRANCISCO; group number=706"
"MCZ:Ich:154560","Ichthyology","154560","","","Cebidichthys violaceus (Girard, 1854)","San Francisco","Alexander Agassiz","1700-01-01","2005-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=AA:SANFRAN; group number=683"
"MCZ:Ich:154570","Ichthyology","154570","","","Naseus nasus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=725"
"MCZ:Ich:154589","Ichthyology","154589","","","Scomber sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733"
"MCZ:Ich:154593","Ichthyology","154593","","","Scomberomorus regalis (Bloch, 1793)","off N. Cat Cay","RV Oregon","1966-05-28","1966-05-31","Commonwealth of the Bahamas","","Atlantic, Western Central","28/5/1966-31/5/1966","field number=OREGON1966:0528; group number=733; previous number=109, #3"
"MCZ:Ich:154597","Ichthyology","154597","","","Thunnus thynnus (Linnaeus, 1758)","[no specific locality data]","Tate Kemper","1965-01-01","1965-12-31","","","","1965-1965","field number=BIO130-1965:TC; group number=733"
"MCZ:Ich:154598","Ichthyology","154598","","","Thunnus thynnus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733"
"MCZ:Ich:154602","Ichthyology","154602","","","Thunnus atlanticus (Lesson, 1831)","off Miami","[no agent data]","1962-02-01","1962-02-28","United States","","Atlantic, Western Central","0/2/1962-0/2/1962","field number=AP1962:02; group number=733"
"MCZ:Ich:154629","Ichthyology","154629","","","Hippoglossoides platessoides (Fabricius, 1780)","station 94","RV Albatross IV 66-01","1966-02-11","1966-02-11","United States","","Atlantic, Northwest","11-Feb-66","field number=AL66-01:094; group number=770"
"MCZ:Ich:154631","Ichthyology","154631","","","Pseudopleuronectes americanus (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=770"
"MCZ:Ich:154642","Ichthyology","154642","","","Aluterus schoepfi (Walbaum, 1792)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=778"
"MCZ:Ich:154658","Ichthyology","154658","","","Balistidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=778"
"MCZ:Ich:154678","Ichthyology","154678","","","Diodon sp.","off Charleston","[no agent data]","1700-01-01","1998-03-01","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=789"
"MCZ:Ich:154679","Ichthyology","154679","","","Diodon hystrix Linnaeus, 1758","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=789"
"MCZ:Ich:154715","Ichthyology","154715","","","Embiotoca lateralis Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154718","Ichthyology","154718","","","Hyperprosopon ellipticum (Gibbons, 1854)","[no specific locality data]","Seacology","1984-02-20","1984-02-20","","","","20/2/1984","field number=SEACOLOGY1984; group number=599"
"MCZ:Ich:154720","Ichthyology","154720","","","Hyperprosopon argenteum Gibbons, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154725","Ichthyology","154725","","","Damalichthys vacca Girard, 1855","Alki, captured and kept in aquarium","Jeffery S. Jensen","1700-01-01","1998-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=JJALKI; group number=599"
"MCZ:Ich:154740","Ichthyology","154740","","","Microgadus sp.","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=CALIFORNIA; group number=319"
"MCZ:Ich:154745","Ichthyology","154745","","","Serranus scriba (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:154751","Ichthyology","154751","","","Damalichthys vacca Girard, 1855","Puget Sound","Alexander Agassiz","1700-01-01","1998-03-01","United States","Washington","Pacific, Northeast","[no verbatim date data]","field number=AA:PUGET SOUND; group number=599"
"MCZ:Ich:154897","Ichthyology","154897","","","Apeltes quadracus (Mitchill, 1815)","Charles River","William F. Clapp","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=WFC:CHARLES; group number=400"
"MCZ:Ich:154904","Ichthyology","154904","","","Menticirrhus saxatilis (Bloch and Schneider, 1801)","Long Island Sound","Sherman F. Denton","1700-01-01","1998-03-01","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=SFD:LONG ISLAND; group number=567; previous number=29284"
"MCZ:Ich:154914","Ichthyology","154914","","","Trichiurus lepturus Linnaeus, 1758","Florida","[no agent data]","1700-01-01","1880-12-31","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=FLORIDA; group number=731; previous number=8324, 374A"
"MCZ:Ich:159276","Ichthyology","159276","","","Hippoglossoides platessoides (Fabricius, 1780)","[coordinate data only]","[no agent data]","1988-05-19","1988-05-19","United States","Maine","","19/5/1988-19/5/1988","field number=GM88-91:055; group number=770"
"MCZ:Ich:159287","Ichthyology","159287","","","Serrivomer beanii Gill & Ryder, 1883","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","United States","","Atlantic, Northwest","[no verbatim date data]","field number=NODATA-ATLANTIC; group number=95; previous number=PGB-9"
"MCZ:Ich:168700","Ichthyology","168700","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Western North Atlantic, no additional data","James E. Craddock","1700-01-01","2009-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=JEC:WNA; group number=319"
"MCZ:Ich:168704","Ichthyology","168704","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Western North Atlantic, no additional data","James E. Craddock","1700-01-01","2009-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=JEC:WNA; group number=319"
"MCZ:Ich:168705","Ichthyology","168705","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Western North Atlantic, no additional data","James E. Craddock","1700-01-01","2009-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=JEC:WNA; group number=319"
"MCZ:Ich:168706","Ichthyology","168706","","","Melanogrammus aeglefinus (Linnaeus, 1758)","[no specific locality data]","James E. Craddock","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=JEC:PHOCAD06942; group number=319; previous number=D06942"
"MCZ:Ich:169493","Ichthyology","169493","","","Engraulis encrasicholus (Linnaeus, 1758)","Gijon, Asturias","Arturo Morales, Peter G. Burns","2004-01-28","2004-01-28","Spain","","Atlantic, Northeast","28 Enero 2004","field number=UAM2012; group number=114; previous number=AMM ENG ENC-10"
"MCZ:Ich:170019","Ichthyology","170019","","","Nemichthys scolopaceus Richardson, 1848","[coordinate data only]","RV Delaware II 05-06","2005-04-18","2005-04-18","United States","","Atlantic, Northwest","18/4/2005-18/4/2005","field number=DL05-06:019; group number=96; previous number=JEC Otolith 2748"
"MCZ:Ich:170147","Ichthyology","170147","","","Chauliodus sloani Bloch & Schneider, 1801","[coordinate data only]","RV Delaware II 05-06","2005-04-18","2005-04-18","United States","","Atlantic, Northwest","18/4/2005-18/4/2005","field number=DL05-06:018; group number=149; previous number=JEC Otolith 2974"
"MCZ:Ich:170291","Ichthyology","170291","","","Nemichthys","[coordinate data only]","RV Delaware II 05-06","2005-04-17","2005-04-17","United States","","Atlantic Ocean","17/4/2005-17/4/2005","field number=DL05-06:015; group number=96; previous number=JEC Otolith 2789"
"MCZ:Ich:171861","Ichthyology","171861","","","Amia calva Linnaeus, 1766","[no specific locality data]","Steve H. Huskey","1700-01-01","2016-02-16","","","","0\0\0","group number=62"
"MCZ:Ich:171945","Ichthyology","171945","","","Serrivomer beanii Gill & Ryder, 1883","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-17","1977-04-17","High Seas","","Atlantic, Northwest","17/4/1977-17/4/1977","field number=MOC10-028,1; group number=95"
"MCZ:Ich:171946","Ichthyology","171946","","","Gonostoma elongatum Günther, 1878","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-17","1977-04-17","High Seas","","Atlantic, Northwest","17/4/1977-17/4/1977","field number=MOC10-027,2; group number=147"
"MCZ:Ich:171948","Ichthyology","171948","","","Malacosteus niger Ayers, 1849","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-17","1977-04-17","High Seas","","Atlantic, Northwest","17/4/1977-17/4/1977","field number=MOC10-027,0; group number=152"
"MCZ:Ich:172752","Ichthyology","172752","","","Squalus acanthias Risso","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=28"
"MCZ:Ich:172802","Ichthyology","172802","","","Epinephelus itajara (Lichtenstein, 1822)","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=476"
"MCZ:Ich:172865","Ichthyology","172865","","","Archosargus probatocephalus (Walbaum, 1792)","[no specific locality data]","[no agent data]","2018-09-04","2018-09-04","","","","[no verbatim date data]",""
"MCZ:Ich:176224","Ichthyology","176224","","","Serrasalmus maculatus Kner 1858","[no specific locality data]","Steve H. Huskey","1700-01-01","2022-11-14","","","","[no verbatim date data]",""
"MCZ:Ich:172840","Ichthyology","172840","","","Pomacanthus paru (Bloch, 1787)","[no specific locality data]","[no agent data]","2018-09-04","2018-09-04","","","","[no verbatim date data]",""
"MCZ:Ich:S-597","Ichthyology","S-597","","","Sphyrna tiburo (Linnaeus, 1758)","Rio de Janeiro","Hassler Expedition","1872-01-01","1872-12-31","Brazil","Rio de Janeiro","Atlantic, Southwest","1872","field number=HASS:RIOJAN; group number=27; previous number=MCZ 597-S"
"MCZ:Ich:S-590","Ichthyology","S-590","","","Urolophus","San Diego","Hassler Expedition","1872-01-01","1872-12-31","United States","California","Pacific, Eastern Central","1872-1872","field number=HASS:SDIEGO; group number=43; previous number=MCZ 590-S"
"MCZ:Ich:S-275","Ichthyology","S-275","","","Elasmobranchii sp.","Bay of Fundy, Grand Manan Island","Addison Emery Verrill","1859-01-01","1859-12-31","Canada","","Atlantic, Northwest","1859-1859","field number=VERRILL:GMANAN; group number=51; previous number=MCZ 275-S"
