 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:59076","Ichthyology","59076","","","Hyperprosopon anale Agassiz, 1861","off San Simeon, Kern County","Carl Leavitt Hubbs","1948-07-21","1948-07-21","United States","California","Pacific, Eastern Central","21/7/1948-21/7/1948","field number=CLH48:SANSIMEON; group number=599; previous number=CAS 25471"
"MCZ:Ich:54343","Ichthyology","54343","","","Oxycirrhites typus Bleeker, 1857","From black coral habitat Leeward coast of Oahu, off Makaha, Hawaii","Phillip S. Lobel","1974-06-01","1974-06-30","United States","Hawaii","Pacific, Eastern Central","0/6/1974-0/6/1974","field number=PSL1974:06; group number=607"
"MCZ:Ich:59250","Ichthyology","59250","","","Grammoplites scaber (Linnaeus, 1758)","Kuwait Bay, trawl station 943","Rudolf G. Arndt, Dames and Moore Inc.","1982-09-20","1982-09-20","Kuwait","","Indian Ocean, Western","20/9/1982-20/9/1982","field number=D&M82:0920; group number=435"
"MCZ:Ich:59326","Ichthyology","59326","","","Opsanus tau (Linnaeus, 1766)","Nantucket Harbor","J. Clinton Andrews","1981-12-14","1981-12-14","","","Atlantic, Northwest","14/12/1981-14/12/1981","field number=TCA81:1214; group number=289"
"MCZ:Ich:50051","Ichthyology","50051","","","Ambassis sp.","[no specific locality data]","William H. A. Putnam","1700-01-01","1885-08-01","Singapore","","Pacific, Western Central","[no verbatim date data]","field number=CP:SINGAPOR; group number=472; previous number=MCZ 9728"
"MCZ:Ich:46010","Ichthyology","46010","","","Hoplias malabaricus (Bloch, 1794)","Igarapé Paracuri, near Icoraci","Naercio A. Menezes","1965-07-01","1965-07-31","Brazil","Para","","0/7/1965-0/7/1965","field number=MENEZES6505; group number=206"
"MCZ:Ich:46051","Ichthyology","46051","","","Chilodus punctatus Muller and Troschel, 1844","Rio Apeú at Boa Vista","Naercio A. Menezes","1965-07-01","1965-07-31","Brazil","Para","","0/7/1965-0/7/1965","field number=MENEZES6504; group number=217"
"MCZ:Ich:46080","Ichthyology","46080","","","Retroculus lapidifer (Castelnau, 1855)","Rio Apeú at Boa Vista","Naercio A. Menezes","1965-07-01","1965-07-31","Brazil","Para","","0/7/1965-0/7/1965","field number=MENEZES6504; group number=601"
"MCZ:Ich:50152","Ichthyology","50152","","","Synodontis acanthomias Boul. 1899","Zaire River at Gombe or Ngombe, about 20 km W of Kinshasa.  Rapids in the mainstream","Tyson R. Roberts, Donald J. Stewart","1973-06-23","1973-06-23","Democratic Republic of the Congo","","","23/6/1973-23/6/1973","field number=R&S02; group number=261"
"MCZ:Ich:50166","Ichthyology","50166","","Figured","Campylomormyrus rhynchophorus (Boul.) 1898","Zaire River near Wombe, about 10 km N of Gombe-Matadi and 1 km downstream from mouth of river Luasi","Tyson R. Roberts, Donald J. Stewart","1973-07-05","1973-07-05","Democratic Republic of the Congo","","","5/7/1973-5/7/1973","field number=R&S19; group number=124"
"MCZ:Ich:50254","Ichthyology","50254","","","Mastacembelus brachyrhinus Boul. 1899","Zaire River mainstream near Bulu, W of Luozi","Tyson R. Roberts, Donald J. Stewart","1973-07-15","1973-07-15","Democratic Republic of the Congo","","","15/7/1973-15/7/1973","field number=R&S29; group number=757"
"MCZ:Ich:54924","Ichthyology","54924","","","Scleropages sp.","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=118"
"MCZ:Ich:46304","Ichthyology","46304","","","Galaxias maculatus (Jenyns, 1842)","Lago Llanguihue, near Puerto Varas","Robert M. McDowall","1968-01-31","1968-01-31","Chile","","","31/1/1968-31/1/1968","field number=MCDOWEL6808; group number=141"
"MCZ:Ich:50534","Ichthyology","50534","partial","Paratype","Congoglanis inga Ferraris et al. 2011","Zaire River mainstream near Inga hydroelectric dam; ph 7.0; O2 8ppm","Tyson R. Roberts, Donald J. Stewart","1973-08-04","1973-08-04","Democratic Republic of the Congo","","","4/8/1973-4/8/1973","field number=R&S41; group number=253"
"MCZ:Ich:50602","Ichthyology","50602","partial","Voucher","Iotabrycon praecox Roberts, 1973","Centro Científico Río Palenque, midway between Santo Domingo and Quevedo on the Río Palenque","Garrett S. Glodek, G. Whitmire","1974-08-01","1974-08-31","Ecuador","Los Rios","","0/8/1974-0/8/1974","field number=G&W74:08; group number=204"
"MCZ:Ich:50612","Ichthyology","50612","","","Steatocranus casuarius Poll 1939","Kinshasa rapids","Tyson R. Roberts","1971-06-20","1971-06-23","Democratic Republic of the Congo","","","20/6/1971-23/6/1971","field number=TRR71:0620; group number=601"
"MCZ:Ich:55208","Ichthyology","55208","","","Cyclothone livida Brauer, 1902","[coordinate data only]","Richard H. Backus, RV Atlantis II 059","1970-11-13","1970-11-13","Mauritania","","Atlantic, Eastern Central","13/11/1970-13/11/1970","field number=RHB2051; group number=147"
"MCZ:Ich:55224","Ichthyology","55224","","","Histrio histrio (Linn.)","[no specific locality data]","Richard H. Backus, RV Chain 060","1966-06-21","1966-06-21","United States","","Atlantic, Western Central","21/6/1966-21/6/1966","field number=RHB1303; group number=296"
"MCZ:Ich:55305","Ichthyology","55305","","","Bathysaurus ferox Günther, 1878","Station 521","Richard L. Haedrich, RV Chain 124","1975-07-10","1975-07-10","United States","","Atlantic, Northwest","10/7/1975-10/7/1975","field number=RLH521; group number=163"
"MCZ:Ich:50833","Ichthyology","50833","partial","Voucher","Lamprologus compressiceps Boulenger, 1898","Lake Tanganyika, between Mutumba and Magara among rocks","Donald J. Stewart","1973-10-01","1973-10-31","Burundi","","","0/10/1973-0/10/1973","field number=DJS7302; group number=601"
"MCZ:Ich:50934","Ichthyology","50934","","","Lycodes polaris (Sabine, 1824)","Hebron Fjord","Schooner Blue Dolphin, Malcom S. Gordon, P. Scholander","1954-07-11","1954-07-11","Canada","Newfoundland and Labrador","Atlantic, Northwest","11/7/1954-11/7/1954","field number=BD54:0711; group number=330"
"MCZ:Ich:46810","Ichthyology","46810","","Voucher","Prochilodus lacustris Steindachner, 1907","Lagoa Seca, about 1 km from camp on Rio Parnaíba at Barra do Longa, near Buriti dos Lopes","Tyson R. Roberts, and party","1968-08-29","1968-08-29","Brazil","Piaui","","29/8/1968-29/8/1968","field number=TRR68:0829; group number=213"
"MCZ:Ich:46812","Ichthyology","46812","","Voucher","Hassar affinis (Steindachner, 1881)","Rio Parnaíba at Barra do Longa, near Buriti dos Lopes","Tyson R. Roberts","1968-08-27","1968-08-27","Brazil","Piaui","","27/8/1968-27/8/1968","field number=TRR68:0827; group number=263"
"MCZ:Ich:51185","Ichthyology","51185","","","Melanocetus sp.","[coordinate data only]","Richard H. Backus, RV Knorr 38","1974-03-18","1974-03-18","High Seas","","Atlantic, Western Central","18/3/1974-18/3/1974","field number=RHB3114; group number=301"
"MCZ:Ich:51255","Ichthyology","51255","","","Gigantactis macronema Regan, 1925","[coordinate data only]","Richard H. Backus, RV Atlantis II 078","1973-10-17","1973-10-18","High Seas","","Atlantic, Western Central","17/10/1973-18/10/1973","field number=RHB3001; group number=305"
"MCZ:Ich:51256","Ichthyology","51256","","","Cryptopsaras couesii Gill","[no specific locality data]","Richard H. Backus, RV Atlantis II 059","1970-11-15","1970-11-15","Cape Verde","","Atlantic, Eastern Central","15/11/1970-15/11/1970","field number=RHB2061; group number=308"
"MCZ:Ich:51259","Ichthyology","51259","","Voucher","Lophius americanus Valenciennes, 1837","","RV Delaware I, E. F. Sweeney","1959-09-11","1959-09-11","","","Gulf of Maine","11/9/1959-11/9/1959","field number=EFS59:0911; group number=293"
"MCZ:Ich:51260","Ichthyology","51260","","","Lophiodes caulinaris (Garman, 1899)","Isla Taboga, Rocky cove, about 200 m across near small rock and sand beach","Giles W. Mead, Jr., and party","1967-04-07","1967-04-07","Panama","","Pacific, Eastern Central","7 April 1967","field number=PAN\MCZ-20; group number=293"
"MCZ:Ich:56352","Ichthyology","56352","","","Ulvaria subbifurcata (Storer, 1839)","Nahant, East Point, Tide Pools","Bruce B. Collette, and students","1979-08-16","1979-08-16","United States","Massachusetts","Atlantic, Northwest","16/8/1979-16/8/1979","field number=BBC1752; group number=683"
"MCZ:Ich:60702","Ichthyology","60702","","","Cubiceps sp.","off Azores","RV Delaware I 63-04","1963-05-12","1963-05-12","Portugal","Autonomous Region of the Azores","Atlantic, Northeast","12/5/1963-12/5/1963","field number=DL63-04:012; group number=745"
"MCZ:Ich:51445","Ichthyology","51445","","","Pseudocheilinus octotaenia Jenkins, 1901","Lahilahi Point","Phillip S. Lobel, Gerald R. Allen, Sylvia A. Earle","1975-07-02","1975-07-02","United States","","Pacific, Eastern Central","2/7/1975-2/7/1975","field number=PSL75:0702; group number=627"
"MCZ:Ich:51450","Ichthyology","51450","","","Pervagor spilosoma (Lay & Bennett, 1839)","Lahilahi Point","Phillip S. Lobel, Gerald R. Allen, Sylvia A. Earle","1975-07-02","1975-07-02","United States","","Pacific, Eastern Central","2/7/1975-2/7/1975","field number=PSL75:0702; group number=778"
"MCZ:Ich:51471","Ichthyology","51471","","","Malacocephalus occidentalis Goode and Bean, 1885","Norfolk Canyon, Station 19 .","RV James M. Gillis, John A. Musick","1975-09-11","1975-09-11","United States","","Atlantic, Northwest","11/9/1975-11/9/1975","field number=GILLISS75-0819; group number=332"
"MCZ:Ich:56536","Ichthyology","56536","","","Catostomus commersonii (Lacépède, 1803)","Housatonic River at mouth of Green River.","Karsten E. Hartel, Thomas J. Andrews, Douglas G. Smith","1979-06-30","1979-06-30","United States","Massachusetts","","30/6/1979-30/6/1979","field number=KEH7921; group number=235"
"MCZ:Ich:60829","Ichthyology","60829","","","Belone belone","[coordinate data only]","James E. Craddock, RV Atlantis II 049","1969-05-12","1969-05-12","","","Mediterranean Sea","12/5/1969-12/5/1969","field number=SUN1805; group number=336"
"MCZ:Ich:60883","Ichthyology","60883","","Voucher","Champsodon sp.","E. off Pulau Adi Island, S. coast of Irian Jaya","RV Alpha Helix, Moro, Bruce B. Collette","1979-07-05","1979-07-05","Indonesia","","Pacific, Western Central","5/7/1979-5/7/1979","field number=BBC1742; group number=652; previous number=USNM 245331"
"MCZ:Ich:60955","Ichthyology","60955","","Voucher","Champsodon longipinnis Matsubara & Amaoka, 1964","1-2 miles WNW of Raine Island.","Australian Museum","1979-02-12","1979-02-12","","","Pacific, Western Central","12/2/1979-12/2/1979","field number=AMS1979:0212; group number=652; previous number=AMS 20917-002"
"MCZ:Ich:60972","Ichthyology","60972","","","Lamprologus modestus Boulenger, 1898","Lake Tanganyika, Kabimba Bay, station 95","Belgian Tanganyika Exped.","1947-01-29","1947-01-29","Democratic Republic of the Congo","","","[no verbatim date data]","field number=TANGANYIKA095; group number=601; previous number=BMNH 1960.9.30.6757-73"
"MCZ:Ich:60973","Ichthyology","60973","","","Lamprologus elongatus Boulenger, 1898","Lake Tanganyika, station 156. M'Toto, Lake Tanganyika","Belgian Tanganyika Exped.","1947-03-07","1947-03-07","Democratic Republic of the Congo","","","[no verbatim date data]","field number=TANGANYIKA156; group number=601; previous number=BMNH 1960.9.30.6774-780"
"MCZ:Ich:47282","Ichthyology","47282","","","Homalopteroides sp.","Stream about 1km below Piew waterfall, 12km E of Chantiburi on road to Irad.","Tyson R. Roberts, Prachit Wongrat","1970-05-05","1970-05-05","Thailand","Chanthaburi","","5/5/1970-5/5/1970","field number=TRR70:0505B; group number=236"
"MCZ:Ich:51660","Ichthyology","51660","","","Abudefduf imparipennis (Vaillant and Sauvage, 1875)","Makua poison station","Phillip S. Lobel","1974-09-20","1974-09-20","United States","","Pacific, Eastern Central","20/9/1974-20/9/1974","field number=PSL74:0920; group number=603"
"MCZ:Ich:51714","Ichthyology","51714","partial","","Vandellia cirrhosa Valenciennes, 1846","Río Napo, sand bank opposite Coca","Tyson R. Roberts, and party","1971-12-01","1971-12-01","Ecuador","Napo","","1/12/1971-1/12/1971","field number=TRR71:1201B; group number=274"
"MCZ:Ich:56772","Ichthyology","56772","","","Noturus gyrinus (Mitchill, 1817)","Oxford; French River just upriver of Charlton St.","Karsten E. Hartel","1980-07-17","1980-07-17","United States","Massachusetts","","17/7/1980-17/7/1980","field number=KEH8057; group number=246"
"MCZ:Ich:61108","Ichthyology","61108","","","Trachipterus jacksonensis (Ramsay, 1881)","[no specific locality data]","G. Richard Harbison, RV Lady Basten","1981-11-29","1981-11-29","Australia","","Pacific, Western Central","29/11/1981-29/11/1981","field number=GRH1040; group number=393"
"MCZ:Ich:61233","Ichthyology","61233","","","Ditrema temminickii","Maizura, Kyoto, Japan","K. Yamaoka","1984-08-21","1984-08-21","Japan","","Pacific, Northwest","21/8/1984-21/8/1984","field number=KY84:0821; group number=599"
"MCZ:Ich:47490","Ichthyology","47490","","","Synodus synodus (Linnaeus, 1758)","Gairaca Bay, Santa Marta","Richard H. Chesher","1968-01-01","1968-12-31","Colombia","Magdalena","Atlantic, Western Central","1968","field number=RHCSM82; group number=163"
"MCZ:Ich:47556","Ichthyology","47556","","Figured","Chaenophryne ramifera Regan & Trewavas, 1932","Station 10","RV Anton Bruun 03","1963-09-04","1963-09-04","Mauritius","","Indian Ocean, Western","4/9/1963-4/9/1963","field number=APB7070; group number=304"
"MCZ:Ich:47674","Ichthyology","47674","","","Ladigesia roloffi Géry, 1968","Kasewe Forest","[no agent data]","1970-09-01","1970-09-30","Sierra Leone","","","0/9/1970-0/9/1970","field number=ER1970K; group number=204"
"MCZ:Ich:51927","Ichthyology","51927","","","Aspidophoroides monopterygius (Bloch, 1786)","Lake Melville near Gull Island","Schooner Blue Dolphin","1952-08-24","1952-08-24","Canada","Newfoundland and Labrador","Atlantic, Northwest","24/8/1952-24/8/1952","field number=BD52:0824; group number=455"
"MCZ:Ich:57014","Ichthyology","57014","","","Aristostomias grimaldii Zugmayer, 1913","Cold-core ring 'Emerson'","RV Knorr 71, Karsten E. Hartel","1977-10-29","1977-10-29","High Seas","","Atlantic, Western Central","29/10/1977-29/10/1977","field number=MOC10-059,1; group number=152"
"MCZ:Ich:61459","Ichthyology","61459","","","Brama dussumieri Cuvier, 1831","[coordinate data only]","Richard H. Backus, RV Chain 017","1961-05-01","1961-05-01","High Seas","","Atlantic, Eastern Central","1/5/1961-1/5/1961","field number=RHB0804; group number=543"
"MCZ:Ich:48098","Ichthyology","48098","","","Alestes","Sandy pool in Sanaga River at village of Pout di Lo Loma, about 4 or 5 miles N of Edea.","Tyson R. Roberts","1971-04-19","1971-04-19","Cameroon","","","19/4/1971-19/4/1971","field number=TRR71:0419A; group number=204"
"MCZ:Ich:48167","Ichthyology","48167","","","Nannothrissa parva (Regan, 1917)","Bangui fish market","Tyson R. Roberts","1971-05-01","1971-05-31","Central African Republic","","","0/5/1971-0/5/1971","field number=TRR71:0500; group number=110"
"MCZ:Ich:52466","Ichthyology","52466","","","Tilapia sparrmanii Smith, 1840","Okavango Delta, Maphaneng Lagoon, 6 km north of Maun.","Kirby Gilmore","1976-10-07","1976-10-07","Botswana","","","7/10/1976-7/10/1976","field number=KG1976:1007; group number=601"
"MCZ:Ich:52548","Ichthyology","52548","","","Diplophos taenia Guenther, 1873","[coordinate data only]","James E. Craddock, RV Atlantis II 020","1966-02-26","1966-02-26","High Seas","","Atlantic, Eastern Central","26/2/1966-26/2/1966","field number=SUN1207; group number=147"
"MCZ:Ich:48430","Ichthyology","48430","","","Lepidarchus sp.","Miller's warf near Half Assini.","Tyson R. Roberts","1970-07-01","1970-07-01","Ghana","","","1/7/1970-1/7/1970","field number=TRR70:0701; group number=204"
"MCZ:Ich:52656","Ichthyology","52656","","Figured","Rypticus bicolor Valenciennes, 1846","Punta Baltasar, on North end of Isla Coiba","Ira Rubinoff","1964-09-24","1964-09-24","Panama","","Pacific, Eastern Central","24/9/1964-24/9/1964","field number=IR163; group number=476"
"MCZ:Ich:52750","Ichthyology","52750","","","Menidia menidia (Linnaeus, 1766)","Cohassett, between Brush Is. & shore.","Karsten E. Hartel, and party","1977-08-14","1977-08-14","United States","Massachusetts","","14/8/1977-14/8/1977","field number=KEH1977:0814; group number=351"
"MCZ:Ich:52847","Ichthyology","52847","","Figured","Astronesthes niger Richardson 1844","[coordinate data only]","RV Knorr 71, Karsten E. Hartel","1977-11-10","1977-11-10","High Seas","","Atlantic, Northwest","10/11/1977-10/11/1977","field number=KEH7718; group number=150"
"MCZ:Ich:66470","Ichthyology","66470","","","Bathylagus longirostris Maul,1948","[coordinate data only]","Richard H. Backus, RV Atlantis II 049","1969-07-03","1969-07-03","","","Northern Gyre","3/7/1969-3/7/1969","field number=RHB1930; group number=135"
